caseid,weight,websites_n,pink_slime_n,pink_slime_lib_n,pink_slime_con_n,hard_news_n,hard_news_or_pink_slime_n,local_or_pink_slime_n,local_n,local_only_n,regional_n,national_n,international_n,facebook_n,twitter_n,pink_slime_flag,pink_slime_lib_flag,pink_slime_con_flag,pink_slime_per,pink_slime_local_per,local_only_flag,local_only_per,local_flag,trump_support,knowledge,interest,college,female,race4,non_white,age4,age4_under_30,age4_30_44,age4_45_64,age4_65,zipcode,mean_ideology,ideology_bin,presvote20combined,untrustworthy_n,total_n,untrustworthy_flag,untrustworthy_per
1225454111,0.259231925788181,47262,0,0,0,25,25,3,3,0,3,24,11,1144,2,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,45-64,0,0,1,0,85204,0.035818350383631715,5,Joe Biden,0,47262,0,0
1225454221,1.20698726904374,35657,0,0,0,1702,1702,420,420,10,801,1489,840,6082,1,0,0,0,0,0,1,2.804498415458395e-4,1,1,3,3,0,1,White,0,65+,0,0,0,1,NA,0.080719921552436,7,Donald Trump,5,35657,1,1.4022492077291976e-4
1225464023,0.50185392796786,3835,0,0,0,97,97,11,11,0,25,97,53,69,25,0,0,0,0,0,0,0,1,0,3,3,1,0,White,0,30-44,0,1,0,0,43223,0.07133159742539497,7,Joe Biden,0,3835,0,0
1225471685,0.567243759476505,202509,0,0,0,10272,10272,495,495,3,540,10176,6762,4241,21,0,0,0,0,0,1,1.4814156407863355e-5,1,1,4,4,1,0,Hispanic,1,45-64,0,0,1,0,NA,0.061748081412915094,6,Donald Trump,74,202509,1,3.654158580606294e-4
1225477139,0.253601533813438,890,0,0,0,40,40,6,6,0,7,34,10,220,0,0,0,0,0,0,0,0,1,0,3,4,0,1,White,0,45-64,0,0,1,0,67217,0.12631420454545456,9,Joe Biden,1,890,1,0.0011235955056179776
1225477597,1.30641071943527,17837,0,0,0,207,207,128,128,0,145,186,174,4564,58,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,30-44,0,1,0,0,24263,0.10514863117486614,9,Joe Biden,1,17837,1,5.6063239333968715e-5
1225483921,1.41410779278753,827,0,0,0,9,9,2,2,0,7,9,9,4,3,0,0,0,0,0,0,0,1,0,2,4,0,0,Black,1,65+,0,0,0,1,29445,0.011411715481171548,4,Joe Biden,0,827,0,0
1225486421,0.757683154737717,13277,0,0,0,278,278,92,92,0,92,276,249,1392,379,0,0,0,0,0,0,0,1,0,1,3,0,1,Black,1,30-44,0,1,0,0,36609,0.04982926334760081,6,Joe Biden,0,13277,0,0
1225491787,0.234097268555004,2679,0,0,0,474,474,199,199,51,271,299,271,143,34,0,0,0,0,0,1,0.019036954087346025,1,0,2,3,0,1,Black,1,45-64,0,0,1,0,46360,-0.033413852459016395,2,Joe Biden,0,2679,0,0
1225498505,0.470082309313646,446,0,0,0,3,3,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,Black,1,45-64,0,0,1,0,33613,0.07525172413793103,7,Joe Biden,0,446,0,0
1225499773,2.69795926280793,13440,0,0,0,230,230,48,48,0,51,202,204,445,5,0,0,0,0,0,0,0,1,1,0,3,1,0,Hispanic,1,30-44,0,1,0,0,89086,0.0667017627118644,7,Donald Trump,2,13440,1,1.4880952380952382e-4
1225500755,0.809513959189826,7554,0,0,0,119,119,49,49,0,49,78,18,475,5,0,0,0,0,0,0,0,1,1,3,4,0,1,White,0,65+,0,0,0,1,13812,0.09978820254506893,8,Donald Trump,1,7554,1,1.3238019592268997e-4
1225500785,1.56005098930201,149,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,NA,0,0,0,1,2,3,0,1,White,0,65+,0,0,0,1,44310,-0.015055737704918033,3,Donald Trump,0,149,0,0
1225500797,1.34309677106123,3709,0,0,0,18,18,2,2,0,15,17,15,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,Hispanic,1,30-44,0,1,0,0,NA,-0.07510275268817204,1,Joe Biden,0,3709,0,0
1225500803,0.460969292671476,9993,0,0,0,3842,3842,34,34,0,973,3813,2854,68,17,0,0,0,0,0,0,0,1,1,4,4,0,1,White,0,65+,0,0,0,1,65608,0.14208060005085177,10,Donald Trump,1,9993,1,1.0007004903432403e-4
1225500827,0.102586250700567,36543,0,0,0,307,307,16,16,0,16,297,58,505,6,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,45-64,0,0,1,0,60540,0.024072449482503696,4,Joe Biden,0,36543,0,0
1225502419,0.273768853362042,5974,0,0,0,73,73,38,38,0,38,61,45,45,0,0,0,0,0,0,0,0,1,1,1,4,0,1,White,0,45-64,0,0,1,0,NA,0.09200012666244459,8,Donald Trump,0,5974,0,0
1225503137,0.648863908044018,5531,0,0,0,554,554,186,186,0,188,549,527,1767,11,0,0,0,0,0,0,0,1,1,3,4,1,1,White,0,30-44,0,1,0,0,52218,0.057330835414931995,6,Donald Trump,10,5531,1,0.0018079913216416561
1225503417,0.325094176498252,2011,1,0,1,204,204,32,31,0,32,178,64,37,13,1,0,1,4.972650422675286e-4,0.03125,0,0,1,1,4,4,0,1,White,0,45-64,0,0,1,0,20124,0.02281051829268293,4,Donald Trump,31,2011,1,0.015415216310293387
1225503533,0.956515340847612,10282,0,0,0,742,742,384,384,0,390,726,532,8,293,0,0,0,0,0,0,0,1,0,2,3,0,0,White,0,45-64,0,0,1,0,97527,-0.024061836387681845,2,Joe Biden,0,10282,0,0
1225504503,0.703826282340527,13024,0,0,0,1681,1681,1595,1595,1,1607,1671,1628,11,1355,0,0,0,0,0,1,7.678132678132678e-5,1,0,4,4,0,0,White,0,65+,0,0,0,1,NA,-0.023452093896713613,2,Joe Biden,0,13024,0,0
1225505391,0.517068911072594,14928,0,0,0,4729,4729,4287,4287,0,4287,4724,4700,3,2,0,0,0,0,0,0,0,1,1,4,4,0,0,White,0,45-64,0,0,1,0,53221,0.2042367991845056,10,Donald Trump,0,14928,0,0
1225509573,0.529603565385504,19559,0,0,0,1700,1700,735,735,0,747,1669,1611,2390,589,0,0,0,0,0,0,0,1,0,2,4,1,1,White,0,30-44,0,1,0,0,35803,-0.042483960325261375,2,Howie Hawkins,0,19559,0,0
1225509805,0.423229462352929,38187,0,0,0,1487,1487,820,820,20,880,1328,1113,2734,243,0,0,0,0,0,1,5.237384450205567e-4,1,0,4,4,0,1,White,0,30-44,0,1,0,0,43119,-3.2801531589023565e-4,3,Joe Biden,9,38187,1,2.3568230025925054e-4
1225518031,1.78857713793392,885,0,0,0,364,364,187,187,0,188,364,328,0,0,0,0,0,0,0,0,0,1,0,4,2,1,0,White,0,Under 30,1,0,0,0,NA,0.04166887159533074,5,Joe Biden,0,885,0,0
1225518063,0.512378229080326,215,0,0,0,11,11,6,6,0,7,6,5,1,1,0,0,0,0,0,0,0,1,0,4,4,1,0,White,0,30-44,0,1,0,0,28209,0.01057231638418079,4,Joe Biden,0,215,0,0
1225528659,1.30641071943527,24421,0,0,0,5516,5516,5295,5295,0,5312,5484,5445,4877,39,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,30-44,0,1,0,0,70518,0.09490757326007326,8,Joe Biden,3,24421,1,1.2284509233856107e-4
1225532533,0.590078817952668,11119,0,0,0,190,190,50,50,0,59,114,108,219,121,0,0,0,0,0,0,0,1,0,3,3,0,0,White,0,45-64,0,0,1,0,46278,0.15010376553515117,10,Joe Biden,0,11119,0,0
1225532629,0.156835481669034,9381,0,0,0,365,365,331,331,0,334,364,348,775,733,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,45-64,0,0,1,0,32087,0.015327231825716315,4,Donald Trump,6,9381,1,6.395906619763352e-4
1225547307,0.665921723263085,108287,1,1,0,6725,6725,3979,3978,64,4070,3213,2175,12781,7708,1,1,0,9.234718848984642e-6,2.5131942699170643e-4,1,5.910220063350171e-4,1,0,3,4,0,0,White,0,30-44,0,1,0,0,22303,0.08198358705416758,7,Jo Jorgensen,24,108287,1,2.2163325237563143e-4
1225547651,0.451776861914069,6567,0,0,0,140,140,3,3,1,24,137,74,45,0,0,0,0,0,0,1,1.5227653418608191e-4,1,0,3,4,1,0,Black,1,45-64,0,0,1,0,20171,0.07100415037593985,7,Did not vote for President,3,6567,1,4.5682960255824577e-4
1225547659,0.287604880428907,33046,0,0,0,4245,4245,220,220,12,276,4135,3914,4826,14,0,0,0,0,0,1,3.6313018217030806e-4,1,0,4,4,0,1,White,0,65+,0,0,0,1,97526,0.08389767160783478,8,Joe Biden,17,33046,1,5.144344247412697e-4
1225547673,1.90116766986286,6395,0,0,0,3270,3270,29,29,1,87,3255,3159,2,887,0,0,0,0,0,1,0.00015637216575449569,1,0,4,3,1,0,Other,1,30-44,0,1,0,0,62711,-0.10926349447214394,1,Joe Biden,3,6395,1,4.691164972634871e-4
1225547711,0.588233952936575,1993,0,0,0,277,277,10,10,0,13,83,225,28,2,0,0,0,0,0,0,0,1,1,4,4,1,0,White,0,45-64,0,0,1,0,75080,0.10112037914691943,9,Donald Trump,5,1993,1,0.002508780732563974
1225549369,2.81424947409467,44456,0,0,0,2866,2866,1476,1476,4,1488,2801,2449,9411,45,0,0,0,0,0,1,8.997660608241857e-5,1,1,4,3,1,1,Other,1,30-44,0,1,0,0,07042,0.043340117885430095,5,Donald Trump,77,44456,1,0.0017320496670865575
1225550129,0.254154838088786,50020,0,0,0,13288,13288,317,317,0,3224,13274,10087,4549,4,0,0,0,0,0,0,0,1,0,4,4,1,1,White,0,45-64,0,0,1,0,34655,0.09455938420853796,8,Joe Biden,2,50020,1,3.9984006397441024e-5
1225550197,0.475047979728328,30402,0,0,0,9762,9762,641,641,1,651,9715,9164,1817,81,0,0,0,0,0,1,3.2892572857048876e-5,1,1,3,4,0,0,White,0,45-64,0,0,1,0,72401,0.08074431234317123,7,Donald Trump,1,30402,1,3.2892572857048876e-5
1225550207,1.5347198722256,4411,0,0,0,28,28,22,22,1,23,20,18,202,1,0,0,0,0,0,1,2.2670596236681024e-4,1,1,2,3,0,1,White,0,45-64,0,0,1,0,13088,-0.1388002617801047,1,Donald Trump,0,4411,0,0
1225550215,0.231307077337476,23720,1,1,0,2762,2762,168,167,4,203,2680,2298,7359,6502,1,1,0,4.215851602023609e-5,0.005952380952380952,1,1.6863406408094435e-4,1,0,4,4,0,1,White,0,45-64,0,0,1,0,21117,0.12611692431778465,9,Joe Biden,5,23720,1,2.1079258010118043e-4
1225550229,0.926511542780597,5588,0,0,0,895,895,882,882,0,883,878,873,514,2,0,0,0,0,0,0,0,1,1,2,3,0,1,Other,1,45-64,0,0,1,0,93219,0.0071758568851473265,3,Donald Trump,1,5588,1,1.7895490336435218e-4
1225551267,0.791588382590513,12109,0,0,0,1241,1241,148,148,3,155,1225,466,301,227,0,0,0,0,0,1,2.477496077297878e-4,1,1,3,4,0,0,White,0,65+,0,0,0,1,14435,0.2295590909090909,10,Donald Trump,168,12109,1,0.013873978032868115
1225552049,0.345994985212976,316,0,0,0,9,9,0,0,0,3,9,5,5,0,0,0,0,0,NA,0,0,0,0,4,4,1,0,White,0,45-64,0,0,1,0,33441,-0.060172413793103445,1,Joe Biden,0,316,0,0
1225562285,0.102586250700567,4467,0,0,0,3594,3594,3582,3582,0,3582,3594,3591,1,0,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,45-64,0,0,1,0,94020,-0.021732980332829045,2,Joe Biden,0,4467,0,0
1225569545,6.41164066878541,103,0,0,0,3,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,Hispanic,1,65+,0,0,0,1,92407,0.12891960784313727,9,Joe Biden,0,103,0,0
1225582647,0.234466014381662,86043,0,0,0,5123,5123,1551,1551,2,2353,4999,4451,1566,3960,0,0,0,0,0,1,2.3244191857559594e-5,1,0,4,4,1,0,White,0,30-44,0,1,0,0,80227,0.03638703401827463,5,Joe Biden,0,86043,0,0
1225590681,0.233968220701252,23517,0,0,0,2125,2125,159,159,0,195,2118,2053,1657,15,0,0,0,0,0,0,0,1,0,2,4,0,1,White,0,45-64,0,0,1,0,98023,0.1018422384085213,9,Joe Biden,0,23517,0,0
1225592795,0.477997418251717,2199,1,1,0,352,352,52,51,1,81,332,210,7,46,1,1,0,4.5475216007276033e-4,0.019230769230769232,1,4.5475216007276033e-4,1,0,3,4,1,1,White,0,30-44,0,1,0,0,21239,-0.02439044425817268,2,Joe Biden,1,2199,1,4.5475216007276033e-4
1225592807,0.253601533813438,10814,1,1,0,1060,1061,218,217,1,247,876,358,8,3,1,1,0,9.24727205474385e-5,0.0045871559633027525,1,9.24727205474385e-5,1,0,3,4,0,1,White,0,45-64,0,0,1,0,52806,-0.058180764621284756,1,Joe Biden,0,10814,0,0
1225592813,0.567474410603755,29907,0,0,0,7189,7189,572,572,3,1880,6793,4959,2555,4,0,0,0,0,0,1,1.0031096398836393e-4,1,1,4,4,0,0,White,0,65+,0,0,0,1,34655,0.1041774211298606,9,Donald Trump,32,29907,1,0.0010699836158758818
1225592827,0.253601533813438,1664,0,0,0,134,134,41,41,3,53,107,63,30,23,0,0,0,0,0,1,0.0018028846153846155,1,0,2,4,0,1,White,0,45-64,0,0,1,0,55102,0.006397739130434785,3,Joe Biden,3,1664,1,0.0018028846153846155
1225592831,0.325094176498252,46857,0,0,0,3008,3008,181,181,0,567,3002,2608,5822,0,0,0,0,0,0,0,0,1,1,1,4,0,1,White,0,45-64,0,0,1,0,30565,0.06061313560875463,6,Donald Trump,0,46857,0,0
1225592851,1.45196833959979,3707,0,0,0,188,188,162,162,0,161,31,22,8,2,0,0,0,0,0,0,0,1,0,3,3,1,1,White,0,30-44,0,1,0,0,95826,0.0844056621880998,8,Joe Biden,0,3707,0,0
1225592853,0.339698164001695,7058,12,12,0,838,838,162,150,0,204,792,204,926,800,1,1,0,0.001700198356474922,0.07407407407407407,0,0,1,0,4,4,0,1,White,0,65+,0,0,0,1,NA,-0.04995002881844381,2,Joe Biden,423,7058,1,0.059931992065741006
1225595477,0.306351595169879,14393,0,0,0,143,143,89,89,0,99,142,120,2459,22,0,0,0,0,0,0,0,1,0,4,4,0,0,White,0,45-64,0,0,1,0,44057,0.07179273348519362,7,Joe Biden,0,14393,0,0
1225595479,0.555042321695657,1299,0,0,0,14,14,5,5,0,5,11,5,30,0,0,0,0,0,0,0,0,1,1,3,4,0,1,White,0,45-64,0,0,1,0,85019,-0.014542477876106196,3,Donald Trump,0,1299,0,0
1225595485,2.26624211008127,20292,0,0,0,570,570,530,530,57,473,449,427,2743,197,0,0,0,0,0,1,0.0028089887640449437,1,1,4,2,0,1,White,0,45-64,0,0,1,0,24368,0.04608117986534145,5,Donald Trump,0,20292,0,0
1225595499,0.327529495641434,1185,0,0,0,226,226,70,70,7,81,157,104,176,71,0,0,0,0,0,1,0.00590717299578059,1,0,3,4,1,1,White,0,45-64,0,0,1,0,06851,-0.04281294964028777,2,Joe Biden,2,1185,1,0.0016877637130801688
1225596537,1.15050456067715,89439,0,0,0,1745,1745,496,496,0,544,1736,1610,4921,23,0,0,0,0,0,0,0,1,1,2,4,0,0,White,0,65+,0,0,0,1,37840,0.09070700864793525,8,Donald Trump,5,89439,1,5.590402397164548e-5
1225596971,0.234466014381662,8810,0,0,0,2426,2426,2068,2068,2,2184,2363,2265,22,17,0,0,0,0,0,1,2.2701475595913735e-4,1,0,4,4,1,0,White,0,30-44,0,1,0,0,85749,-0.026437671889990407,2,Joe Biden,1,8810,1,1.1350737797956867e-4
1225606241,0.294277030473271,3566,0,0,0,30,30,14,14,0,25,24,11,0,2,0,0,0,0,0,0,0,1,0,3,4,1,1,Hispanic,1,45-64,0,0,1,0,90601,0.09579280973451328,8,Joe Biden,0,3566,0,0
1225606311,1.23815486336635,18738,0,0,0,5192,5192,5130,5130,0,5133,5180,5134,34,274,0,0,0,0,0,0,0,1,0,2,3,1,0,Black,1,45-64,0,0,1,0,77099,0.010103347493627868,4,Joe Biden,0,18738,0,0
1225613935,0.470082309313646,1283,0,0,0,287,287,105,105,0,128,198,152,3,2,0,0,0,0,0,0,0,1,0,0,4,0,1,Black,1,45-64,0,0,1,0,78660,0.008484577922077923,3,Joe Biden,0,1283,0,0
1225626883,0.688708212449249,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,3,4,0,1,White,0,65+,0,0,0,1,48640,0.1374,10,Joe Biden,0,38,0,0
1225626885,0.325094176498252,60327,2,0,2,4836,4836,4500,4500,4,4513,4784,4594,3967,107,1,0,1,3.315265138329438e-5,4.4444444444444447e-4,1,6.630530276658876e-5,1,1,3,4,0,1,White,0,45-64,0,0,1,0,21740,0.18774088774761555,10,Donald Trump,6,60327,1,9.945795414988313e-5
1225626919,0.357205921853278,8600,0,0,0,96,96,15,15,0,18,91,84,560,0,0,0,0,0,0,0,0,1,1,0,4,1,1,White,0,45-64,0,0,1,0,20904,0.07790029282576866,7,Donald Trump,0,8600,0,0
1225626925,0.973336587435047,13766,0,0,0,153,153,20,20,0,20,145,141,926,0,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,65+,0,0,0,1,98001,0.09470383810188415,8,Joe Biden,0,13766,0,0
1225626927,0.282634479977616,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,4,0,0,Other,1,45-64,0,0,1,0,91776,-0.0622,1,Joe Biden,0,2,0,0
1225631147,0.471681843577983,47479,1,0,1,12973,12974,12181,12180,24,12257,12802,12451,6220,608,1,0,1,2.1061943174877314e-5,8.20950660865282e-5,1,5.054866361970555e-4,1,0,3,4,0,0,White,0,30-44,0,1,0,0,84047,0.0053648539882365075,3,Joe Biden,1,47479,1,2.1061943174877314e-5
1225631173,3.80400877111966,1600,0,0,0,11,11,10,10,0,11,6,5,198,1,0,0,0,0,0,0,0,1,1,3,1,1,1,White,0,30-44,0,1,0,0,68505,0.028537196110210696,4,Donald Trump,0,1600,0,0
1225631175,0.488922880372731,39448,0,0,0,1631,1631,1282,1282,4,1237,1376,531,1258,37,0,0,0,0,0,1,1.0139931048468871e-4,1,0,1,2,0,1,White,0,45-64,0,0,1,0,59635,0.058718494686555524,6,Did not vote for President,0,39448,0,0
1225631187,0.468954797645472,13724,0,0,0,1137,1137,934,934,0,954,1127,1022,2031,981,0,0,0,0,0,0,0,1,0,4,4,0,1,White,0,45-64,0,0,1,0,28557,0.02902796535266042,4,Joe Biden,1,13724,1,7.28650539201399e-5
1225631189,0.475047979728328,10072,0,0,0,390,390,290,290,0,291,380,375,174,91,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,45-64,0,0,1,0,72450,0.10663424531201968,9,Donald Trump,0,10072,0,0
1225632865,5.98549706624597,43484,0,0,0,540,540,125,125,0,291,422,305,53,21,0,0,0,0,0,0,0,1,1,1,2,0,1,White,0,65+,0,0,0,1,27011,0.13307766806722687,10,Donald Trump,5,43484,1,1.1498482200349554e-4
1225633381,0.468954797645472,69558,0,0,0,10158,10158,3244,3244,12,4661,9924,8198,10126,298,0,0,0,0,0,1,1.7251789873199344e-4,1,0,3,4,0,1,White,0,45-64,0,0,1,0,20636,0.020154755625662386,4,Joe Biden,21,69558,1,3.019063227809885e-4
1225633393,1.25227380340317,5260,0,0,0,614,614,51,51,0,190,613,469,505,0,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,65+,0,0,0,1,52237,0.04028504083147735,5,Donald Trump,0,5260,0,0
1225654569,0.956515340847612,2285,0,0,0,188,188,36,36,0,68,184,153,536,46,0,0,0,0,0,0,0,1,0,1,3,0,0,White,0,45-64,0,0,1,0,NA,0.06538943548387097,6,Joe Biden,0,2285,0,0
1225654683,0.398862391422778,613,0,0,0,15,15,3,3,0,4,14,8,8,0,0,0,0,0,0,0,0,1,0,1,4,0,0,White,0,Under 30,1,0,0,0,NA,-0.063371261682243,1,Another candidate,0,613,0,0
1225662211,0.650050962935633,9748,0,0,0,97,97,49,49,5,44,69,54,2668,56,0,0,0,0,0,1,5.129257283545343e-4,1,0,1,4,1,1,White,0,Under 30,1,0,0,0,NA,0.06725312295973884,7,Joe Biden,0,9748,0,0
1225666029,0.969322584000902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,4,3,1,1,Other,1,45-64,0,0,1,0,25304,0.1616,10,Joe Biden,0,2,0,0
1225674995,0.784508989518958,1506,0,0,0,252,252,45,45,0,58,192,145,6,17,0,0,0,0,0,0,0,1,0,4,4,0,1,Black,1,30-44,0,1,0,0,NA,-0.12004808219178081,1,Joe Biden,0,1506,0,0
1225676575,0.977878088219799,5452,0,0,0,173,173,78,78,9,76,145,55,116,23,0,0,0,0,0,1,0.0016507703595011005,1,0,2,3,1,1,Black,1,65+,0,0,0,1,90069,0.060170570570570577,6,Joe Biden,0,5452,0,0
1225676583,0.401728983635492,41439,0,0,0,1623,1623,153,153,0,219,1619,1366,5244,16,0,0,0,0,0,0,0,1,0,3,1,0,1,White,0,30-44,0,1,0,0,16901,0.04774148489208633,5,Joe Biden,2,41439,1,4.8263712927435506e-5
1225676589,1.37292881926104,11102,0,0,0,75,75,15,15,1,32,69,35,105,0,0,0,0,0,0,1,9.007386056566384e-5,1,0,1,3,1,1,Black,1,65+,0,0,0,1,28273,0.06587830787712373,7,Joe Biden,0,11102,0,0
1225676591,0.298085572355588,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,4,0,1,White,0,45-64,0,0,1,0,01344,NA,NA,Joe Biden,0,33,0,0
1225676605,3.95588262932385,11471,0,0,0,590,590,277,277,0,278,583,319,585,5,0,0,0,0,0,0,0,1,1,4,2,0,0,Other,1,65+,0,0,0,1,76073,0.04515229653505238,5,Donald Trump,192,11471,1,0.016737860692180282
1225676619,3.11150983967508,6524,0,0,0,18,18,6,6,2,4,13,12,8,3,0,0,0,0,0,1,3.0656039239730225e-4,1,1,2,3,0,1,White,0,45-64,0,0,1,0,06880,0.08214407954203073,7,Donald Trump,0,6524,0,0
1225677019,0.205348629940807,1545,0,0,0,3,3,0,0,0,1,3,2,9,0,0,0,0,0,NA,0,0,0,0,4,4,1,1,White,0,30-44,0,1,0,0,63122,-0.07271345707656612,1,Howie Hawkins,0,1545,0,0
1225678081,0.791631289042117,6355,0,0,0,181,181,14,14,0,17,172,99,5,121,0,0,0,0,0,0,0,1,0,3,4,0,1,White,0,30-44,0,1,0,0,80012,0.08018885908809574,7,Joe Biden,8,6355,1,0.0012588512981904013
1225678975,0.336612009303302,2254,0,0,0,1743,1743,12,12,0,16,1738,30,40,2,0,0,0,0,0,0,0,1,0,4,4,1,0,White,0,45-64,0,0,1,0,NA,-0.5770611006585137,1,Joe Biden,0,2254,0,0
1225679133,2.9058280009079702,78,0,0,0,28,28,0,0,0,0,28,0,0,0,0,0,0,0,NA,0,0,0,1,4,3,0,1,White,0,65+,0,0,0,1,34606,0.1632125,10,Donald Trump,0,78,0,0
1225679211,1.10021101128718,13300,0,0,0,4730,4730,3939,3939,0,3943,4366,4257,839,411,0,0,0,0,0,0,0,1,1,2,3,0,1,White,0,45-64,0,0,1,0,NA,0.11281476161369193,9,Donald Trump,76,13300,1,0.005714285714285714
1225679925,0.590023596276961,2670,0,0,0,9,9,6,6,0,6,6,4,3,1,0,0,0,0,0,0,0,1,1,1,2,0,1,White,0,65+,0,0,0,1,15204,0.12774137931034482,9,Donald Trump,0,2670,0,0
1225680353,3.11150983967508,34954,0,0,0,464,464,18,18,0,20,460,408,3083,6,0,0,0,0,0,0,0,1,1,1,3,0,1,White,0,45-64,0,0,1,0,19033,0.1903199176452646,10,Donald Trump,13,34954,1,3.719173771242204e-4
1225685347,2.69795926280793,2281,0,0,0,376,376,199,199,2,227,184,125,106,2,0,0,0,0,0,1,8.768084173608067e-4,1,1,3,3,1,0,Hispanic,1,30-44,0,1,0,0,98557,-0.042744778156996587,2,Donald Trump,1,2281,1,4.3840420868040335e-4
1225693895,0.365854305723109,1176,0,0,0,12,12,4,4,0,6,12,10,112,0,0,0,0,0,0,0,0,1,0,2,4,1,0,Black,1,45-64,0,0,1,0,NA,0.06299262295081967,6,Joe Biden,0,1176,0,0
1225695945,0.581150370267055,103,0,0,0,3,3,0,0,0,0,3,3,12,0,0,0,0,0,NA,0,0,0,0,3,4,0,0,White,0,Under 30,1,0,0,0,33773,0.014954166666666668,4,Joe Biden,0,103,0,0
1225708391,1.58707620580301,15573,0,0,0,561,561,43,43,0,47,556,457,1175,929,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,45-64,0,0,1,0,71115,0.10405696928014671,9,Joe Biden,0,15573,0,0
1225712515,0.286418808732207,1127,0,0,0,10,10,1,1,0,4,10,8,3,4,0,0,0,0,0,0,0,1,0,4,4,1,1,White,0,45-64,0,0,1,0,72756,0.011368000000000001,4,Joe Biden,0,1127,0,0
1225712563,1.48380019234973,40797,0,0,0,1914,1914,271,271,3,271,1877,640,5190,138,0,0,0,0,0,1,7.353481873667182e-5,1,0,3,3,1,0,Other,1,45-64,0,0,1,0,30606,0.003994670936290206,3,Jo Jorgensen,0,40797,0,0
1225712571,0.640266883515186,6483,0,0,0,1696,1696,24,24,3,23,1654,1423,56,10,0,0,0,0,0,1,4.6274872744099955e-4,1,1,4,4,1,0,White,0,45-64,0,0,1,0,46012,0.23602538651131524,10,Donald Trump,10,6483,1,0.001542495758136665
1225712591,0.439563661906294,22697,0,0,0,772,772,430,430,0,461,756,577,146,55,0,0,0,0,0,0,0,1,1,4,4,1,0,White,0,45-64,0,0,1,0,85351,0.09335609460278957,8,Donald Trump,0,22697,0,0
1225712595,1.6863145093829,38999,0,0,0,1637,1637,510,510,1,504,1372,1297,6012,9,0,0,0,0,0,1,2.564168312008e-5,1,1,3,3,1,1,Other,1,45-64,0,0,1,0,10990,0.04544375392834695,5,Donald Trump,17,38999,1,4.3590861304136e-4
1225712633,1.45196833959979,15200,0,0,0,520,520,148,148,1,208,512,203,918,117,0,0,0,0,0,1,6.578947368421052e-5,1,0,3,3,1,1,White,0,30-44,0,1,0,0,82901,0.003974398669396112,3,Joe Biden,8,15200,1,5.263157894736842e-4
1225712641,2.33078416556824,72717,0,0,0,1619,1619,819,819,13,828,1551,341,346,54,0,0,0,0,0,1,1.787752520043456e-4,1,0,3,3,0,1,White,0,65+,0,0,0,1,60402,0.015488329376483818,4,Joe Biden,0,72717,0,0
1225715765,1.10021101128718,12561,0,0,0,13,13,8,8,0,8,12,10,63,2,0,0,0,0,0,0,0,1,1,4,3,0,1,Other,1,45-64,0,0,1,0,28574,0.11629074585635359,9,Donald Trump,0,12561,0,0
1225716215,2.749279381064,43915,0,0,0,227,227,9,9,0,9,216,213,70,0,0,0,0,0,0,0,0,1,0,1,1,0,1,White,0,45-64,0,0,1,0,NA,-0.010106527909176917,3,Joe Biden,0,43915,0,0
1225717767,0.438438441963541,1724,0,0,0,76,76,42,42,0,42,76,73,86,22,0,0,0,0,0,0,0,1,1,2,4,1,0,Other,1,45-64,0,0,1,0,27527,0.015835918854415276,4,Donald Trump,0,1724,0,0
1225718317,1.86492664640992,266,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,1,Other,1,Under 30,1,0,0,0,33322,0.09326605504587156,8,Joe Biden,0,266,0,0
1225718543,2.0291041476539,5272,0,0,0,951,951,161,161,2,446,910,665,3,4,0,0,0,0,0,1,3.7936267071320183e-4,1,0,2,2,0,1,White,0,30-44,0,1,0,0,38583,-0.20899873075884418,1,Did not vote for President,2,5272,1,3.7936267071320183e-4
1225726673,0.898404137475721,17097,0,0,0,717,717,613,613,0,634,717,690,799,1,0,0,0,0,0,0,0,1,1,3,4,1,0,Hispanic,1,30-44,0,1,0,0,84403,-0.023506199164651572,2,Donald Trump,0,17097,0,0
