caseid,weight,websites_n,pink_slime_n,pink_slime_lib_n,pink_slime_con_n,hard_news_n,hard_news_or_pink_slime_n,local_or_pink_slime_n,local_n,local_only_n,regional_n,national_n,international_n,facebook_n,twitter_n,pink_slime_flag,pink_slime_lib_flag,pink_slime_con_flag,pink_slime_per,pink_slime_local_per,local_only_flag,local_only_per,local_flag,trump_support,knowledge,interest,college,female,race4,non_white,age4,age4_under_30,age4_30_44,age4_45_64,age4_65,zipcode,mean_ideology,ideology_bin,presvote20combined,untrustworthy_n,total_n,untrustworthy_flag,untrustworthy_per
1221499511,0.506502340055462,21218,0,0,0,1106,1106,135,135,1,138,1055,894,2205,50,0,0,0,0,0,1,4.712979545668772e-5,1,1,3,4,1,1,White,0,65+,0,0,0,1,52403,0.08911205687203791,8,Donald Trump,56,21218,1,0.0026392685455745124
1221500423,1.20698726904374,25585,0,0,0,2222,2222,610,610,2,705,2216,1744,4339,3,0,0,0,0,0,1,7.817080320500293e-5,1,1,3,3,0,1,White,0,65+,0,0,0,1,90805,0.06551391148018149,6,Donald Trump,48,25585,1,0.0018760992769200704
1221500589,1.06063265296598,23553,0,0,0,2629,2629,1150,1150,2,1200,2285,1239,525,986,0,0,0,0,0,1,8.491487283997793e-5,1,0,4,3,0,1,White,0,65+,0,0,0,1,98329,-0.11719378500451672,1,Joe Biden,746,23553,1,0.031673247569311766
1221502675,0.344356001406632,13453,0,0,0,790,790,606,606,1,673,769,694,1458,663,0,0,0,0,0,1,7.433286255853713e-5,1,0,4,4,1,1,White,0,65+,0,0,0,1,97404,0.028944283234126983,4,Joe Biden,0,13453,0,0
1221515241,0.314025191289454,1178,0,0,0,71,71,37,37,0,38,71,68,0,2,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,45-64,0,0,1,0,47304,-0.003296319018404908,3,Joe Biden,0,1178,0,0
1221594611,1.10021101128718,42937,0,0,0,1615,1615,442,442,15,500,1472,1137,2782,10,0,0,0,0,0,1,3.4934904627710367e-4,1,1,1,3,0,1,White,0,45-64,0,0,1,0,75023,0.06693239551478083,7,Donald Trump,10,42937,1,2.328993641847358e-4
1221700383,2.32807632319608,9128,0,0,0,997,997,636,636,0,664,958,838,3028,45,0,0,0,0,0,0,0,1,0,3,3,1,1,Black,1,45-64,0,0,1,0,NA,0.06365843166175024,6,Joe Biden,0,9128,0,0
1221788391,0.567474410603755,14748,0,0,0,1322,1322,491,491,2,498,1302,511,2364,524,0,0,0,0,0,1,1.3561160835367508e-4,1,1,3,4,0,0,White,0,65+,0,0,0,1,24250,0.09367234804862444,8,Donald Trump,50,14748,1,0.0033902902088418767
1221916983,0.604342335194088,6760,0,0,0,124,124,62,62,0,68,111,102,1865,55,0,0,0,0,0,0,0,1,0,1,4,0,1,White,0,45-64,0,0,1,0,16371,0.08647876536885246,8,Joe Biden,0,6760,0,0
1221921173,6.41164066878541,869,0,0,0,124,124,8,8,0,37,124,95,157,0,0,0,0,0,0,0,0,1,1,1,2,0,1,White,0,30-44,0,1,0,0,NA,0.09173961538461538,8,Donald Trump,0,869,0,0
1221956435,1.14726421437025,12093,0,0,0,2690,2690,205,205,0,821,2672,2035,741,0,0,0,0,0,0,0,0,1,1,3,3,1,1,White,0,45-64,0,0,1,0,NA,0.09746591521685861,8,Donald Trump,0,12093,0,0
1222049495,0.629673231870103,14368,0,0,0,1826,1826,186,186,0,592,1754,1297,1092,11,0,0,0,0,0,0,0,1,0,2,4,0,1,Black,1,65+,0,0,0,1,24073,0.06005932526186913,6,Joe Biden,0,14368,0,0
1222187919,0.695820995832437,7705,0,0,0,2994,2994,261,261,11,882,2893,2199,1568,40,0,0,0,0,0,1,0.0014276443867618429,1,0,4,4,0,0,White,0,65+,0,0,0,1,32955,0.06889755597333788,7,Joe Biden,1,7705,1,1.2978585334198572e-4
1222344241,0.397609427263808,19402,0,0,0,3529,3529,791,791,4,809,3476,3218,1115,2226,0,0,0,0,0,1,2.0616431295742706e-4,1,0,4,4,1,0,White,0,Under 30,1,0,0,0,NA,-0.05495491128377595,1,Another candidate,0,19402,0,0
1222347441,0.566499138080711,5601,0,0,0,667,667,106,106,0,243,667,530,556,4,0,0,0,0,0,0,0,1,0,2,4,0,0,White,0,45-64,0,0,1,0,NA,0.062361367449664425,6,Joe Biden,0,5601,0,0
1222545435,0.250532856373095,285,0,0,0,10,10,1,1,0,2,9,2,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,White,0,30-44,0,1,0,0,47714,0.036871875,5,Donald Trump,0,285,0,0
1222591329,0.470082309313646,4583,0,0,0,848,848,115,115,10,238,731,535,12,1,0,0,0,0,0,1,0.002181976871045167,1,0,2,4,0,1,Black,1,45-64,0,0,1,0,NA,0.03470241320914479,5,Joe Biden,5,4583,1,0.0010909884355225835
1222730375,0.943035698805773,57866,0,0,0,13980,13980,168,168,1,324,13846,9152,3485,86,0,0,0,0,0,1,1.7281305084159957e-5,1,0,3,3,1,1,White,0,45-64,0,0,1,0,47967,0.1191759682183119,9,Joe Biden,135,57866,1,0.002332976186361594
1222780097,0.764721689657533,1088,0,0,0,22,22,2,2,0,7,22,16,55,0,0,0,0,0,0,0,0,1,0,1,4,0,0,Black,1,65+,0,0,0,1,NA,0.02489307086614173,4,Joe Biden,0,1088,0,0
1222780557,6.40916565300882,315,0,0,0,4,4,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,White,0,45-64,0,0,1,0,NA,0.08556521739130435,8,Donald Trump,0,315,0,0
1222918267,0.567474410603755,8773,0,0,0,483,483,37,37,0,41,469,56,101,0,0,0,0,0,0,0,0,1,0,3,4,0,0,White,0,65+,0,0,0,1,27557,0.02866944937833037,4,Joe Biden,0,8773,0,0
1222919251,1.01802933941028,7508,0,0,0,63,63,29,29,0,35,53,40,1531,1,0,0,0,0,0,0,0,1,1,3,3,1,1,White,0,45-64,0,0,1,0,NA,0.09129592724396994,8,Donald Trump,0,7508,0,0
1222921641,1.18561922905941,11214,0,0,0,101,101,14,14,0,15,94,34,13,0,0,0,0,0,0,0,0,1,1,3,4,0,0,Black,1,65+,0,0,0,1,NA,0.15932333129210044,10,Donald Trump,4,11214,1,3.566969859104691e-4
1223028315,0.325732987036184,18013,0,0,0,4527,4527,262,262,5,1360,4473,3332,1056,5,0,0,0,0,0,1,2.7757730527952035e-4,1,0,3,4,1,0,White,0,65+,0,0,0,1,72830,0.03859558236417288,5,Joe Biden,1,18013,1,5.551546105590407e-5
1223033275,1.00880622515003,17943,0,0,0,348,348,96,96,11,135,325,235,2919,46,0,0,0,0,0,1,6.130524438499694e-4,1,0,2,3,0,1,White,0,45-64,0,0,1,0,NA,0.10424907381420151,9,Joe Biden,2,17943,1,1.1146408069999443e-4
1223070509,0.703826282340527,25436,1,1,0,763,763,307,306,0,334,665,272,3627,1995,1,1,0,3.931435760339676e-5,0.003257328990228013,0,0,1,0,4,4,0,0,White,0,65+,0,0,0,1,NA,0.01299532112757919,4,Joe Biden,231,25436,1,0.009081616606384652
1223119063,0.920461604097833,44209,0,0,0,438,438,268,268,2,292,427,374,6110,11,0,0,0,0,0,1,4.523965708339931e-5,1,0,3,3,0,1,Black,1,45-64,0,0,1,0,36571,0.02985798086011342,5,Joe Biden,0,44209,0,0
1223258731,3.69919747687605,18486,0,0,0,71,71,16,16,0,30,42,17,40,10,0,0,0,0,0,0,0,1,1,2,2,0,0,White,0,30-44,0,1,0,0,NA,0.026462961838242736,4,Donald Trump,11,18486,1,5.950448988423672e-4
1223348941,0.573016601529045,444,0,0,0,30,30,4,4,0,9,30,10,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,White,0,45-64,0,0,1,0,91701,-0.03733508771929824,2,Joe Biden,0,444,0,0
1223351523,0.174358541610081,12595,0,0,0,50,50,15,15,0,16,42,24,8,2,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,45-64,0,0,1,0,63125,-0.04477590923220392,2,Donald Trump,0,12595,0,0
1223352539,0.429868904965959,5525,0,0,0,865,865,65,65,3,417,852,433,372,8,0,0,0,0,0,1,5.429864253393666e-4,1,0,4,4,1,0,White,0,65+,0,0,0,1,80231,0.003450292397660816,3,Joe Biden,0,5525,0,0
1223352763,0.398862391422778,877,0,0,0,8,8,6,6,0,6,8,8,5,0,0,0,0,0,0,0,0,1,0,1,4,0,0,White,0,Under 30,1,0,0,0,NA,-0.017011340206185565,2,Another candidate,0,877,0,0
1223393311,1.21864166846628,10156,0,0,0,253,253,204,204,4,201,226,207,1974,56,0,0,0,0,0,1,3.9385584875935406e-4,1,0,3,3,0,0,Other,1,45-64,0,0,1,0,NA,0.019386246992782675,4,Joe Biden,0,10156,0,0
1223394991,0.521971674027531,7476,0,0,0,1053,1053,116,116,14,1007,991,69,923,13,0,0,0,0,0,1,0.0018726591760299626,1,1,4,4,1,0,White,0,45-64,0,0,1,0,NA,0.13011219575349559,9,Donald Trump,1,7476,1,1.3376136971642589e-4
1223541757,0.340439312699196,3462,0,0,0,241,241,26,26,0,49,234,139,122,1,0,0,0,0,0,0,0,1,0,4,4,1,1,Other,1,65+,0,0,0,1,NA,0.1142851317752362,9,Joe Biden,0,3462,0,0
1223596543,0.445883949538207,28681,0,0,0,1754,1754,332,332,1,1213,1743,1646,867,1,0,0,0,0,0,1,3.486628778633939e-5,1,0,4,4,1,0,White,0,45-64,0,0,1,0,15044,-0.026789527335429556,2,Joe Biden,0,28681,0,0
1223597061,0.377107289279223,7865,0,0,0,104,104,22,22,0,96,96,17,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,White,0,65+,0,0,0,1,32625,0.027755813953488372,4,Joe Biden,0,7865,0,0
1223597401,0.327529495641434,201,0,0,0,84,84,0,0,0,21,84,63,7,0,0,0,0,0,NA,0,0,0,0,4,4,1,1,White,0,45-64,0,0,1,0,04937,0.013538461538461534,4,Joe Biden,0,201,0,0
1223697045,0.336612009303302,5428,0,0,0,777,777,566,566,0,588,747,578,9,66,0,0,0,0,0,0,0,1,0,4,4,1,0,White,0,45-64,0,0,1,0,55906,-0.05675751601774273,1,Joe Biden,8,5428,1,0.0014738393515106854
1223800935,0.896704943866161,15583,0,0,0,823,823,727,727,3,724,774,714,3527,5,0,0,0,0,0,1,1.9251748700506964e-4,1,0,3,4,0,0,White,0,65+,0,0,0,1,12776,0.08223496004080938,7,Joe Biden,2,15583,1,1.283449913367131e-4
1223849935,0.629673231870103,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,4,0,1,Black,1,65+,0,0,0,1,36319,0.19846666666666668,10,Joe Biden,0,422,0,0
1223890553,0.605795360172025,3536,0,0,0,233,233,20,20,0,72,225,163,277,0,0,0,0,0,0,0,0,1,0,3,4,0,1,Black,1,45-64,0,0,1,0,19151,-6.056348610067642e-4,3,Joe Biden,0,3536,0,0
1223939317,0.475047979728328,18929,0,0,0,2355,2355,397,397,1,440,1729,1244,3880,110,0,0,0,0,0,1,5.282899255111205e-5,1,1,4,4,0,0,White,0,45-64,0,0,1,0,29681,0.09792655269243475,8,Donald Trump,581,18929,1,0.0306936446721961
1223939599,0.388070659777166,11403,0,0,0,119,119,57,57,0,60,110,109,492,5,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,65+,0,0,0,1,89503,0.05798953846153846,6,Joe Biden,0,11403,0,0
1223940933,0.291144065235428,3602,0,0,0,44,44,11,11,0,19,35,23,2593,7,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,45-64,0,0,1,0,76207,0.09348669486011711,8,Joe Biden,0,3602,0,0
1223941341,0.379343597920911,17345,0,0,0,857,857,370,370,2,393,593,441,2480,44,0,0,0,0,0,1,1.1530700490054771e-4,1,0,4,4,1,0,White,0,45-64,0,0,1,0,57201,0.07853047550432277,7,Joe Biden,0,17345,0,0
1223948695,1.065570351593,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,4,2,0,0,White,0,65+,0,0,0,1,NA,-0.0622,1,Donald Trump,0,12,0,0
1223982035,0.423507440712553,10996,0,0,0,337,337,84,84,1,86,309,139,6482,14,0,0,0,0,0,1,9.094216078574027e-5,1,1,4,4,0,1,White,0,65+,0,0,0,1,28532,0.11697506089780768,9,Donald Trump,19,10996,1,0.0017279010549290652
1223982533,0.102586250700567,100593,0,0,0,1585,1585,925,925,26,942,1428,1146,9564,7,0,0,0,0,0,1,2.5846728897637014e-4,1,0,2,4,0,1,White,0,45-64,0,0,1,0,60056,0.11261224931739007,9,Joe Biden,1,100593,1,9.941049576014235e-6
1223982653,0.360088479020951,517,0,0,0,28,28,4,4,0,9,26,23,25,0,0,0,0,0,0,0,0,1,1,2,4,0,0,White,0,45-64,0,0,1,0,15136,0.07763120567375886,7,Donald Trump,0,517,0,0
1223983795,0.567474410603755,1894,0,0,0,501,501,67,67,2,72,474,194,32,17,0,0,0,0,0,1,0.0010559662090813093,1,1,4,4,0,0,White,0,65+,0,0,0,1,NA,0.1703664402173913,10,Donald Trump,80,1894,1,0.042238648363252376
1224022737,0.111984607621128,14923,0,0,0,1215,1215,200,200,0,201,1200,925,1190,6,0,0,0,0,0,0,0,1,1,3,4,0,1,White,0,45-64,0,0,1,0,NA,0.09677636979853135,8,Donald Trump,24,14923,1,0.0016082557126583126
1224066387,2.50629004709626,5012,0,0,0,363,363,36,36,0,77,356,220,210,2,0,0,0,0,0,0,0,1,1,3,2,0,1,White,0,65+,0,0,0,1,34736,0.1328427495291902,10,Donald Trump,8,5012,1,0.0015961691939345571
1224067281,0.956515340847612,60638,0,0,0,22447,22447,143,143,0,399,22447,17141,24,0,0,0,0,0,0,0,0,1,0,3,3,0,0,White,0,45-64,0,0,1,0,96720,0.10098199355694523,8,Joe Biden,159,60638,1,0.00262211814373825
1224067343,0.291144065235428,21000,0,0,0,2536,2536,56,56,0,61,2531,2505,2646,2,0,0,0,0,0,0,0,1,0,3,3,0,1,White,0,45-64,0,0,1,0,31794,0.05168351746031746,6,Joe Biden,1,21000,1,4.761904761904762e-5
1224113059,0.791588382590513,27963,0,0,0,254,254,223,223,0,224,250,245,1462,55,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,65+,0,0,0,1,17078,-0.012140969963650279,3,Donald Trump,1,27963,1,3.576154203769266e-5
1224156535,0.439563661906294,12139,0,0,0,374,374,166,166,2,177,324,274,2717,27,0,0,0,0,0,1,1.6475821731608864e-4,1,1,4,4,1,0,White,0,45-64,0,0,1,0,89117,0.051044968652037614,6,Donald Trump,14,12139,1,0.0011533075212126205
1224157951,0.475047979728328,33260,0,0,0,2369,2369,567,567,1,562,2326,1452,774,183,0,0,0,0,0,1,3.0066145520144318e-5,1,1,3,4,0,0,White,0,45-64,0,0,1,0,33063,0.12376974765541912,9,Donald Trump,0,33260,0,0
1224158009,2.34530977821297,2140,0,0,0,367,367,317,317,0,319,367,324,66,0,0,0,0,0,0,0,0,1,1,3,1,0,0,White,0,45-64,0,0,1,0,NA,-0.007050000000000001,3,Donald Trump,0,2140,0,0
1224197255,0.47788250277724,24350,0,0,0,7082,7082,637,637,0,1178,7045,3684,3375,34,0,0,0,0,0,0,0,1,1,3,4,0,0,White,0,65+,0,0,0,1,85014,0.20672228853521957,10,Donald Trump,1124,24350,1,0.04616016427104723
1224200979,1.69762752430576,2660,0,0,0,33,33,7,7,0,10,28,17,0,2,0,0,0,0,0,0,0,1,0,3,3,1,1,White,0,Under 30,1,0,0,0,84754,0.15181797049620027,10,Jo Jorgensen,0,2660,0,0
1224240647,2.48284116150239,21094,0,0,0,2720,2720,2424,2424,0,2454,2705,2650,1865,21,0,0,0,0,0,0,0,1,1,4,1,0,1,White,0,65+,0,0,0,1,36532,0.03858394551204086,5,Donald Trump,2,21094,1,9.481369109699441e-5
1224241553,0.489284041918298,4788,1,1,0,12,12,3,2,0,3,9,0,459,0,1,1,0,2.0885547201336674e-4,0.3333333333333333,0,0,1,1,1,3,0,1,White,0,65+,0,0,0,1,85225,0.07251133126934985,7,Donald Trump,0,4788,0,0
1224270067,1.43326944411294,26446,0,0,0,1761,1761,433,433,0,582,1589,1025,3399,5,0,0,0,0,0,0,0,1,1,3,3,0,1,White,0,65+,0,0,0,1,71292,0.07302764730551478,7,Donald Trump,87,26446,1,0.0032897224533010665
1224271645,0.423507440712553,28117,0,0,0,2731,2731,251,251,0,855,2687,2033,2908,14,0,0,0,0,0,0,0,1,1,4,4,0,1,White,0,65+,0,0,0,1,40165,0.08351116372884329,8,Donald Trump,4,28117,1,1.4226268805349077e-4
1224272259,2.00262917924043,10783,0,0,0,520,520,20,20,5,26,504,401,519,3,0,0,0,0,0,1,4.636928498562552e-4,1,0,4,3,1,0,White,0,65+,0,0,0,1,80497,0.0553896011816839,6,Other,7,10783,1,6.491699897987573e-4
1224275325,0.567474410603755,7698,0,0,0,148,148,30,30,0,42,134,94,954,0,0,0,0,0,0,0,0,1,0,4,4,0,0,White,0,65+,0,0,0,1,28562,0.013887376393856512,4,Joe Biden,2,7698,1,2.598077422707197e-4
1224313331,0.402551827770302,34782,1,0,1,12545,12545,838,837,9,3692,11719,8714,5997,22,1,0,1,2.8750503133804843e-5,0.0011933174224343676,1,2.5875452820424356e-4,1,0,4,4,1,1,White,0,45-64,0,0,1,0,NA,0.11699804081282689,9,Joe Biden,5,34782,1,1.4375251566902422e-4
1224313431,0.439840370462124,4688,0,0,0,1238,1238,6,6,0,311,1238,928,48,1,0,0,0,0,0,0,0,1,0,0,4,1,1,Black,1,45-64,0,0,1,0,19120,0.0959971111111111,8,Joe Biden,0,4688,0,0
1224313475,1.10021101128718,19048,0,0,0,950,950,101,101,2,130,856,460,51,76,0,0,0,0,0,1,1.0499790004199917e-4,1,1,2,3,0,1,White,0,45-64,0,0,1,0,NA,0.03492399131329295,5,Donald Trump,31,19048,1,0.001627467450650987
1224350137,0.457177003629052,15585,0,0,0,542,542,232,232,114,166,418,313,1781,8,0,0,0,0,0,1,0.007314725697786333,1,0,4,4,1,1,Black,1,65+,0,0,0,1,33055,0.006493115148861646,3,Joe Biden,0,15585,0,0
1224350787,0.870027799869944,369,0,0,0,64,64,3,3,0,11,62,60,1,0,0,0,0,0,0,0,0,1,0,2,3,1,1,Other,1,45-64,0,0,1,0,NA,0.025008280254777072,4,Joe Biden,0,369,0,0
1224350897,0.531328801860909,26701,0,0,0,204,204,84,84,1,91,190,148,330,105,0,0,0,0,0,1,3.745178083217857e-5,1,0,2,4,1,0,Black,1,45-64,0,0,1,0,NA,-0.02097856025039124,2,Joe Biden,0,26701,0,0
1224353813,0.628162934839128,47516,0,0,0,3425,3425,194,194,4,196,3302,3023,7351,45,0,0,0,0,0,1,8.418217021634818e-5,1,0,3,4,0,1,White,0,65+,0,0,0,1,33772,0.10025207563988285,8,Joe Biden,1,47516,1,2.1045542554087045e-5
1224387897,2.25945208876172,907,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,NA,0,0,0,0,0,3,0,0,White,0,30-44,0,1,0,0,91786,-0.03542766666666666,2,Joe Biden,0,907,0,0
1224423489,0.690364078962189,30,0,0,0,8,8,0,0,0,2,8,6,0,0,0,0,0,0,NA,0,0,0,0,2,4,0,1,Black,1,65+,0,0,0,1,46235,0.055231578947368416,6,Joe Biden,0,30,0,0
1224423651,0.782808834709207,4786,0,0,0,101,101,92,92,0,92,9,6,235,51,0,0,0,0,0,0,0,1,0,3,3,0,1,White,0,45-64,0,0,1,0,38474,0.052583249528598365,6,Joe Biden,0,4786,0,0
1224424359,0.860132145242213,3934,0,0,0,10,10,9,9,0,10,0,0,65,0,0,0,0,0,0,0,0,1,0,3,3,1,1,White,0,45-64,0,0,1,0,32780,0.013227434257285004,4,Joe Biden,0,3934,0,0
1224462207,0.253601533813438,19980,0,0,0,877,877,489,489,4,544,749,660,315,1822,0,0,0,0,0,1,2.002002002002002e-4,1,0,4,4,0,1,White,0,45-64,0,0,1,0,46805,-0.522073203137506,1,Joe Biden,3,19980,1,1.5015015015015014e-4
1224462421,0.943035698805773,14124,0,0,0,548,548,179,179,1,255,501,367,1178,0,0,0,0,0,0,1,7.080147267063155e-5,1,0,4,3,1,1,White,0,45-64,0,0,1,0,49287,0.060081325033348155,6,Joe Biden,0,14124,0,0
1224463289,2.47627823146105,16088,0,0,0,2592,2592,178,178,0,446,2586,2522,552,0,0,0,0,0,0,0,0,1,0,3,3,1,0,White,0,30-44,0,1,0,0,39090,0.01034016762240847,4,Joe Biden,2,16088,1,1.2431626056688214e-4
1224468141,0.924831286386206,2141,0,0,0,23,23,1,1,1,0,22,15,7,1,0,0,0,0,0,1,4.6707146193367583e-4,1,0,2,1,1,1,White,0,30-44,0,1,0,0,75052,-0.012577397260273971,3,Did not vote for President,0,2141,0,0
1224500681,0.423507440712553,6190,0,0,0,174,174,68,68,1,76,134,72,698,2,0,0,0,0,0,1,1.6155088852988692e-4,1,1,3,4,0,1,White,0,65+,0,0,0,1,34222,0.07821643238002908,7,Donald Trump,8,6190,1,0.0012924071082390954
1224545037,0.388070659777166,367,0,0,0,63,63,10,10,0,46,61,21,3,0,0,0,0,0,0,0,0,1,0,3,4,1,1,White,0,65+,0,0,0,1,91776,-0.11641954022988506,1,Joe Biden,1,367,1,0.0027247956403269754
1224579705,0.313399425515412,28312,0,0,0,9476,9476,3339,3339,22,3319,9367,6471,62,148,0,0,0,0,0,1,7.770556654422153e-4,1,0,3,4,0,1,White,0,65+,0,0,0,1,88011,-0.17688313980187628,1,Joe Biden,1,28312,1,3.532071206555524e-5
1224580509,0.429032655391703,4781,0,0,0,174,174,32,32,0,29,146,73,30,25,0,0,0,0,0,0,0,1,0,4,4,1,1,White,0,30-44,0,1,0,0,80132,0.09086988795518207,8,Joe Biden,2,4781,1,4.183225266680611e-4
1224616421,0.298085572355588,15921,0,0,0,624,624,178,178,9,268,595,477,3258,10,0,0,0,0,0,1,5.652911249293386e-4,1,0,3,4,0,1,White,0,45-64,0,0,1,0,06360,0.07710798240938166,7,Joe Biden,1,15921,1,6.281012499214873e-5
1224616527,1.10021101128718,20172,0,0,0,1334,1334,412,412,1,615,1314,1075,112,28,0,0,0,0,0,1,4.9573666468372e-5,1,1,1,3,0,1,White,0,45-64,0,0,1,0,32934,0.11129136120042872,9,Donald Trump,3,20172,1,1.48720999405116e-4
1224667701,2.46670523839869,25166,0,0,0,259,259,8,8,0,8,256,247,5151,1,0,0,0,0,0,0,0,1,1,4,2,0,1,White,0,45-64,0,0,1,0,65714,0.0962863496316142,8,Donald Trump,0,25166,0,0
1224668279,0.56959618258367,14604,0,0,0,358,358,22,22,0,23,357,346,18,54,0,0,0,0,0,0,0,1,0,4,4,1,1,Black,1,30-44,0,1,0,0,22306,-0.038614556962025315,2,Joe Biden,2,14604,1,1.369487811558477e-4
1224668291,1.60487596855774,81476,2,2,0,6247,6247,1394,1393,5,2541,5559,4540,4126,3,1,1,0,2.4547105896214836e-5,0.0014347202295552368,1,6.136776474053709e-5,1,0,1,4,0,0,White,0,65+,0,0,0,1,16509,0.059766256680576904,6,Jo Jorgensen,64,81476,1,7.855073886788747e-4
1224670137,0.695820995832437,11234,0,0,0,1213,1213,833,833,6,903,1147,1038,3339,12,0,0,0,0,0,1,5.340929321701976e-4,1,0,4,4,0,0,White,0,65+,0,0,0,1,33328,0.03709013270882123,5,Joe Biden,5,11234,1,4.450774434751647e-4
1224718677,3.05636868232718,10169,0,0,0,288,288,95,95,0,95,288,257,498,102,0,0,0,0,0,0,0,1,0,2,2,1,0,White,0,45-64,0,0,1,0,19702,0.06810336068776866,7,Joe Biden,0,10169,0,0
1224718927,6.14761680335737,58778,0,0,0,2025,2025,101,101,2,100,1965,1937,13447,486,0,0,0,0,0,1,3.4026336384361496e-5,1,0,1,2,0,0,Hispanic,1,45-64,0,0,1,0,77536,0.08290578154425612,7,Joe Biden,0,58778,0,0
1224719031,0.423507440712553,2690,0,0,0,11,11,1,1,0,1,11,5,1260,0,0,0,0,0,0,0,0,1,1,2,4,0,1,White,0,65+,0,0,0,1,36535,0.09038250311332503,8,Donald Trump,1,2690,1,3.717472118959108e-4
1224719303,0.782808834709207,23030,0,0,0,927,927,350,350,0,371,883,678,1725,210,0,0,0,0,0,0,0,1,0,2,3,0,1,White,0,45-64,0,0,1,0,32536,0.047240570570570566,5,Joe Biden,0,23030,0,0
1224721557,0.102586250700567,34804,0,0,0,8113,8113,553,553,10,2324,7791,5886,5847,22,0,0,0,0,0,1,2.873232961728537e-4,1,0,3,4,0,1,White,0,65+,0,0,0,1,55423,0.06799426936875788,7,Joe Biden,7,34804,1,2.0112630732099757e-4
1224770327,0.454542396565278,11682,0,0,0,25,25,3,3,0,3,25,13,1,16,0,0,0,0,0,0,0,1,0,2,4,1,0,Black,1,65+,0,0,0,1,85138,0.05741323959094229,6,Joe Biden,0,11682,0,0
1224771161,0.399284342337925,4163,0,0,0,93,93,22,22,3,31,87,70,729,3,0,0,0,0,0,1,7.20634158059092e-4,1,0,2,4,0,1,White,0,65+,0,0,0,1,19050,0.059978833904948556,6,Joe Biden,0,4163,0,0
1224771943,0.911310790574589,485,0,0,0,82,82,8,8,2,8,76,50,3,7,0,0,0,0,0,1,0.004123711340206186,1,0,4,4,0,0,Hispanic,1,65+,0,0,0,1,95341,-0.06428384615384615,1,Joe Biden,0,485,0,0
1224772313,1.36234969908496,7158,0,0,0,13,13,5,5,0,6,13,8,12,0,0,0,0,0,0,0,0,1,1,3,3,1,1,White,0,45-64,0,0,1,0,79423,0.24735122630992196,10,Donald Trump,0,7158,0,0
1224772477,0.423229462352929,613,0,0,0,24,24,0,0,0,4,24,14,0,0,0,0,0,0,NA,0,0,0,0,1,4,0,1,White,0,30-44,0,1,0,0,NA,-0.01322406015037594,3,Joe Biden,0,613,0,0
1224772613,2.0903741718834,28416,0,0,0,1098,1098,97,97,0,125,1089,905,2415,3,0,0,0,0,0,0,0,1,1,4,3,0,0,White,0,65+,0,0,0,1,NA,0.06862091611479028,7,Donald Trump,13,28416,1,4.5748873873873873e-4
1224774643,0.723958902076363,1026,0,0,0,100,100,67,67,2,67,94,63,0,38,0,0,0,0,0,1,0.001949317738791423,1,0,4,4,1,0,White,0,Under 30,1,0,0,0,NA,-0.15147474048442905,1,Joe Biden,0,1026,0,0
1224779237,0.524870119856339,652,0,0,0,14,14,3,3,0,3,14,13,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,Other,1,30-44,0,1,0,0,05346,-0.003022270742358077,3,Joe Biden,0,652,0,0
1224787523,0.615995565912463,48881,0,0,0,2471,2471,257,257,16,340,2343,2010,739,623,0,0,0,0,0,1,3.2732554571305824e-4,1,0,3,4,1,1,Other,1,30-44,0,1,0,0,NA,-0.05272301131478488,2,Joe Biden,0,48881,0,0
1224811265,0.580310508189687,17302,0,0,0,165,165,93,93,58,35,98,32,2201,8,0,0,0,0,0,1,0.003352213616922899,1,1,4,2,0,1,White,0,45-64,0,0,1,0,18512,0.22293427736855473,10,Donald Trump,0,17302,0,0
1224811709,2.01748105041346,386,0,0,0,4,4,0,0,0,0,4,4,73,0,0,0,0,0,NA,0,0,0,1,2,3,1,1,White,0,30-44,0,1,0,0,21157,0.10355518867924528,9,Donald Trump,0,386,0,0
1224815509,0.678682566730819,12766,0,0,0,3131,3131,208,208,0,898,3113,2266,950,1,0,0,0,0,0,0,0,1,1,4,4,1,0,White,0,65+,0,0,0,1,48304,0.08256972862785068,7,Donald Trump,43,12766,1,0.0033683221055929814
1224815523,0.102586250700567,6021,0,0,0,48,48,10,10,2,17,41,31,4588,0,0,0,0,0,0,1,3.321707357581797e-4,1,0,2,4,0,1,White,0,45-64,0,0,1,0,01247,0.11043159770342506,9,Joe Biden,0,6021,0,0
